created_on,town,location,title,description,url_id,bedrooms,price
,Nairobi,Kileleshwa,2bedroom to Let in Kileleshwa,2bedroom master en-suite to let in Kileleshwa area ready for occupation with affordable price which...,nMcM5xAstNkFNWWNTkyHpH1O.,2,55000
,Nairobi,Kileleshwa,2bedroom To Let Kileleshwa,2bedroom master ensuite with bole hole spacious homely closed kitchen ready for occupation,nPDDnh3Os89T7DLPvgCcYZcG.,2,60000
,Nairobi,Kileleshwa,3 Bedrooms Penthouse To Let In Kileleshwa.,"3 bedrooms and dsq duplex penthouses to let in Kileleshwa, with a nice view, lift,pool,borehole and...",nlJOgvqAbQ1lmj0TshSkXnVj.,3,200000
,Nairobi,Kileleshwa,1bedroom to Let in Kilimani Off Ngong Road,Clean one bedroom apartment to let in Kilimani off Ngong road readily available for occupation with...,nlhDYxhHd7DRRNgNPHsZLRYu.,1,35000
,Nairobi,Kileleshwa,Exclusive 2 3 Bedroom Fully Furnished Apartments Ensuite Plus Gym.,"Exclusive brand new 2&3 bedroom fully furnished Apartments master ensuite plus gym.
Located in...",oQf1BEZOfeDAvRXKVZB01enz.,2,145000
,Nairobi,Kileleshwa,Lovely 4 Bedroom Town House,Located in the heart of Kileleshwa is this classic 4 bedroom town house with the following...,oQvK3rdtadIjJDvKp5AUwfde.,4,125000
,Nairobi,Kileleshwa,To Let: Brand New 2bed At Kileleshwa,"Most attracting newly built two bedroom apartment with amazing kitchen, Lounge with a balcony,...",oTwDTnyYyQI49qHx1aoLxA9W.,2,85000
,Nairobi,Kileleshwa,Executive 2 Bedroom Apartment.,"Executive 2 bedroom apartment on the ground floor, has a spacious lounge, modern closed kitchen,...",oUCODIhH7BHLp3SSIKOG5oCr.,2,58000
,Nairobi,Kileleshwa,1bedroom Apartment To Rent Kileleshwa,its a one bedroom apartment to rent in kileleshwa,oj4E6lNjT6Fu4nIuiFdIIJx.,1,30000
,Nairobi,Kileleshwa,2bedroom To Let In Kileleshwa,Newly built two bedroom apartment to let in kileleshwa fitted with lift ready for occupation,ozD46QF0NamM8rTdwnrgkOCz.,2,65000
,Nairobi,Kileleshwa,Stunning 2 Bedroom To Let In Kileleshwa,"This a spacious unit with good lighting and good interior and exterior finishing
Master...",p1dzIIYBaaMkUA5dvyfyJZPx.,2,65000
,Nairobi,Kileleshwa,3 BEDROOM All Ensuit in Kileleshwa,Are you looking for an affordable apartment in a peaceful environment with a few units in...,pAcwkksoNKYsH6Harz44NAzI.,3,90000
,Nairobi,Kileleshwa,2bedroom Master Ensuite to Rent,2bedroom master ensuite with bole hole ready for occupation,pKgqm9gCrxvsvsFyfNrfHrNe.,2,60000
,Nairobi,Kileleshwa,Two Bedrooms Fully Furnished For Rent In Kileleshwa,Furnished newly built two bedrooms apartments for rent in Killeleshwa.Ready for occupation.,pMvQSuNjvjEGBhzTfySel6eC.,2,120000
,Nairobi,Kileleshwa,Two Bedrooms Furnished In Kilimani.,"Two  bedrooms fully furnished for rent in Kilimani,with fully equipped gymnastics,heated swimming...",pix2X9iSw8aMDTWTpd5vfkK4.,2,130000
,Nairobi,Kileleshwa,To Let: Charming 5bed Villa At Kileleshwa,Lovely Villa located in the Leafy Suburbs of Kileleshwa near Kenya High School. It's a five bedroom...,pkKzgf5VESebbJbqiyJLTYeh.,5,120000
,Nairobi,Kileleshwa,Exquisite 5-Bedroom Townhouse to Let in Lavington,"* all en suite bedrooms 
* separate guest washroom 
* study room / office
* TV/Family Room
* attic
*...",pmDUt8y2atfx3YmJUG5DElgR.,5,340000
,Nairobi,Kileleshwa,2 Bedroomed Apartment PLUS Sq To Let In Kileleshwa.,"Spacious, 2 bed roomed all ensuit plus sq apartment in kileleshwa, off gatundu road. In close...",pn0zDLIp8JOIrUeAmF5lgM1c.,2,75000
,Nairobi,Kileleshwa,3 Bedroom to Let in Kileleshwa,"Old type yet well mentained 3 bedroom, got a close proximity to kasuku center.
enjoys a spectacular...",poh65i6AtO6Ziluv5vQnj5gw.,3,65000
,Nairobi,Kileleshwa,Spacious 3br Plus SQ With Swimming Pool In Kileleshwa,An executive three bedroom with separate servant quarter in the heart of kileleshwa is available for...,psKRII1oieAeOoFM0hyYRoAj.,3,85000
,Nairobi,Kileleshwa,Executive 3 Bedroom Apartment To Let Lavington,"All ensuite,jacuzzi, swimming pool,only 5 floors with 2 units per floor , balcony ,pantry ,separate...",q2qNgajrwsHab5tWRnUQG0od.,3,80000
,Nairobi,Kileleshwa,Executive 2 Bedroom Apartment to Let in Kilimani Off Kindaruma Road,"Executive 2 bedroom apartment to let in kilimani.
Master bedroom ensuite
very spacious and naturally...",q38rUUZ8ufLq0gUbQnwo7yJJ.,2,60000
,Nairobi,Kileleshwa,1 Bedroom Apt to Let at Kileleshwa,Built with an open concept to naturally integrate with the surrounding.,q8J5ROCl2Uy4Cfzaptljcw3s.,1,50000
,Nairobi,Kileleshwa,3 Bedroom Apartment For Rent In Kileleshwa,"Kileleshwa, 3 bedroom apartment to let, 70
ready to move in immediately
amenities: 
swimming pool,...",qbImRIMxf2exm98dpXaAtiBT.,3,80000
,Nairobi,Kileleshwa,"Townhouse For Rent,5bedrooms All Ensuite With Sq,","executive villas for rent and sale ,",rGbtV2gEYe3LImZu4qWB0tPv.,5,280000
,Nairobi,Kileleshwa,"Modern, Chic Furnished 1 Bedroom Apt To Let At Kileleshwa","New, inspirational, very charming one bedroom apt with communal s/pool & fully equipped gym in...",rJVEZOAANAjCiILZBNe64EoO.,1,125000
,Nairobi,Kileleshwa,3bedroom to Let in Kileleshwa,Three bedroom master ensuite to let in the heart of Kileleshwa with affordable price ready for...,rKTA6v6qUgX7j9uOZSWPHfMo.,3,65000
,Nairobi,Kileleshwa,Newly Done 3bedrooms Apartment With SQ,"Newly done 3bedrooms apartment with a servant quarter.spacious,located in kileleshwa,walking...",rKcBifFisgPBm2bp3vBjKgNK.,3,145000
,Nairobi,Kileleshwa,Stunning 2 Bedrooms Apt To Let At Kileleshwa,"Funky apt in the heart of trendy kileleshwa area with all modern finishings, big & opened planned...",rXNh5hxjtxSAwvSE3DbKOFEs.,2,80000
,Nairobi,Kileleshwa,To Let 2bdrm at Kileleshwa Nairobi Kenya,"👆
executive 2bedroom apartment *to let* at kileleshwa .
> spacious beautiful apartment. 
> modern...",rXjl9QiBsJ7UYMHvSpxe0ECZ.,2,65000
,Nairobi,Kileleshwa,2bedroom To Let In Kileleshwa,Newly built 2bedroom apartment to let in Kileleshwa fitted with speed lift ready for occupation.,ralc7q6eupjURTsuPhjplNf0.,2,75000
,Nairobi,Kileleshwa,One Bedroom Unfurnished To,one bedroom unfurnished spacious homely with bole hole stand by generator lift ample parking ready...,rfZjAxflTZkXRHoFeHff2Wzw.,1,50000
,Nairobi,Kileleshwa,2bedrooms To Let In Lavington,Specious 2bedroom apartment to let in Lavington area readily available for occupation with plenty of...,riVTQYLxD7F1Rc7hgj4I9pXz.,2,60000
,Nairobi,Kileleshwa,LETTING: NICE 2 BED Apartment at Kileleshwa,"Executive and Spacious two bedroom apartment located in the Leafy Kileleshwa area. 
Features...",rlIKIdxMJ7eZlAbiibZOrnqW.,2,60000
,Nairobi,Kileleshwa,3 Bedroom Executive Apartment to Let in Kileleshwa,"3 bedroom spacious apartment, excellent finishes, master ensuite, sq, generator, swimming pool",rnDoY8XS840t7v9bLN8QYo2M.,3,90000
,Nairobi,Kileleshwa,A Beautiful 3 Bedroom Master Ensuite Apartment In Kileleshwa,APARTMENT TO LET IN KILELESHWA.,rnheuUtJu5qwO2Gvt8sXXd9j.,3,80000
,Nairobi,Kileleshwa,Riverside 3 Bedroom,"3 bedroom apartment at One Riverside drive. All ensuite, master bedroom with jacuzzi and walk in...",rshs81TCG9ykZ2HdbOgfPtWi.,3,200000
,Nairobi,Kileleshwa,Spacious 3 Bedroom Plus Sq to Let Kileleshwa,"Kileleshwa 3 bedroom apartment in a gated community ,detached sq and its ensuite... rent kshs 70k...",rv3RwFlWZYMZIWOY8bKId4yJ.,3,80000
,Nairobi,Kileleshwa,3bedroom Apartment To Let In Kileleshwa At 65K,"3bedroom to let in kileleshwa, mandera road 
 features
None en-suite
 closed kitchen
ample...",rx0wNVVeJIwOweLhgWBc0iWI.,3,65000
,Nairobi,Kileleshwa,Executive 3 Bedroom Apartment PLUS A Dsq To Let In Kileleshwa,"Executive 3 bedroom apartment all ensuite plus a dsq to let in kileleshwa.

All ensuite bedrooms...",s41u3umR92TeilXtEMbVFOGf.,3,90000
,Nairobi,Kileleshwa,One Bedroom To Rent In Kileleshwa In A Gated Community Own Compound,"its a one bedroom in kileleshwa ,situated in a gated community with sercurity",s4wWWEGAXEIrH0bnPMo0jZA.,1,30000
,Nairobi,Kileleshwa,1 Bedrooms Fully Furnished To Let In Kileleshwa.,"1 bedroom furnished to let in Kileleshwa. There's gym,pool,lift,fully furnished and serviced.,new...",sAEDYnNwZJ2hRCzxmuvXkg2J.,1,90000
,Nairobi,Kileleshwa,2bedroom Ensuite To Rent,2bedroom ensuite open kitchen very spacious homely with bole hole stand by generator ample parking...,sBVoXMGD812oQdhKxNkoLUJF.,2,67000
,Nairobi,Kileleshwa,Esco Realtor Amazing Two Bedroom Apartment in Westlands to Let.,The apartment is located in westlands. The apartment is close aproximity to sarit shopping mall. It...,sGURjRJcBK1xxlduQUSHMkZ5.,2,65000
,Nairobi,Kileleshwa,3brooms Master Ensuite Closed Kitchen With Dsq,3brooms master ensuite closed with dsq homely 8 units in compound ample parking ready for occupation,sHIaVzX96alnBecoCDkPuHtO.,3,80000
,Nairobi,Kileleshwa,One Bedroom Apartment To Rent Kileleshwa,its a one bedroom apartment to rent kileleshwa,sgtCPxSqetWn76xpXNLNTdV4.,1,30000
,Nairobi,Kileleshwa,2 Bedrooms to Let in Kilimani.,"2 bedroom master ensuit to let in Kilimani near yaya centre.
There's lift,gym,borehole water and...",siz8V0YCHQKKqWAKgCLqCc4B.,2,65000
,Nairobi,Kileleshwa,Newly Built 3 And 4 Bedrooms To Let,"These apartments comprise of 3 & 4 bed all en-suite apartments with DSQ, located strategically along...",smbwCCgsRUAmz1IVhRyfl4bW.,3,135000
,Nairobi,Kileleshwa,To Let: Clean 3 Bed Maisonette At Kileleshwa,Lovely Maisonette located in Kileleshwa in a secure gated community. It's a three bedroom master en...,sovS6Sm6ruUvxKxrCy5z67o.,3,125000
,Nairobi,Kileleshwa,Newly Renovated 4 Bedroom Town House In A Compound Of 6 Units To Let,"Spacious 4 bedroom town house in a gated community of 6 units to let 

Located 3 minutes away from...",st8PGnujdnznQje6KEKqeSCT.,4,80000
,Nairobi,Kileleshwa,2bedroom Apartment at Kileleshwa,A newly built apartment located at kileleshwa 2bedrooms master en suit,suoT5MdiAUoSL8gUZfdthEHA.,2,65000
,Nairobi,Kileleshwa,5 Bedroom With Dsq Townhouse To Let In Kileleshwa,"This is a 5 bedroom all en-suite townhouse to let in Kileleshwa 
Parquet floor

Ground...",tHDfz2PKScUvr9oNnSCOJ4FE.,5,240000
,Nairobi,Kileleshwa,Executive 2 Bedrooms Apartment.,A nice  new a and executive 2 bedrooms apartment in kileleshwa area ready for occupation.,tOalupXodE7RqGo58HMSfuLj.,2,70000
,Nairobi,Kileleshwa,2bedrooms To Let In Kileleshwa,Clean and specious 2bedroom apartment to let in Kileleshwa Nairobi ready for occupation with...,tR3QH0gxak34J34GYvAynKI5.,2,52000
,Nairobi,Kileleshwa,To Let: New 2bed Apartment at Kileleshwa,It's an executive newly built two bedroom apartment master en suit located in the heart of...,tYCJEmIgfFwZL1cjjghdMxnU.,2,65000
,Nairobi,Kileleshwa,2bedrooms Kileleshwa To Let,"Executive 2 bedroom apartment All ensuite to let in kileleshwa

Spacious closed kitchen plan
Large...",tvQpsLQqDUv5Cw9luVDrrHNp.,2,60000
,Nairobi,Kileleshwa,3bedroom With Sq to Let in Kileleshwa,Executive three bedroom with Sq to let in Kileleshwa area ready for occupation. The price is...,twRnpOnFCujmsWbUTEN5BTpL.,3,80000
,Nairobi,Kileleshwa,4 Bedrooms Apartment,"4 bedrooms apartment in kileleshwa for rent immediately available. 
rent is inclusive of service...",u2mTqeg1AmX45Y3LFgMvz0eL.,4,100000
,Nairobi,Kileleshwa,Spacious And Classy 2 Bedroom Penthouse In Kileleshwa,"Features
>very few units
>spacious living area with a balcony
>great natural lighting
>open plan ...",uC6QPmYl2ToJG2LAuOgK9FM7.,2,76000
,Nairobi,Kileleshwa,3 Bedroom + SQ in Kileleshwa,"A 3 bedroom apartment with servants quarter. Master ensuite in the quiet and leafy kileleshwa, a...",uHyxGDmhC9HgEcLtuOu7CoBn.,3,85000
,Nairobi,Kileleshwa,2bed Roomed Apartment Master Ensuite,"2-bedroom master ensuite apartment for rent.
Get yourself a lovely and affordable 2 bedrooms...",uOfoL1qdkk32hfBjez1oT5jj.,2,65000
,Nairobi,Kileleshwa,"3bedroom Apartment,Master Ensuite.","Spacious 3bedroom apartments,master ensure. 3units in the court. and located  in a gated community....",uP2bXpPCzEh9c5wQLH247xLn.,3,68000
,Nairobi,Kileleshwa,Well Maintained 3 Bedroom Apartment.,"Well maintained 3 bedroom flat with a spacious reception area with a balcony, closed kitchen with a...",uSctg3sKaj3qAtmC0SWzXrd8.,3,65000
,Nairobi,Kileleshwa,2 Bedroom Apartment in Kileleshwa,2 bedroom apartment in a very safe and convenient location in Kileleshwa and near nice schools and...,uUI5JeNHrJMNqRACvkknLTAs.,2,65000
,Nairobi,Kileleshwa,2 Bedroom in Kileleshwa for Rent 45K,"Two bedroom in kileleshwa for rent 45k
rental: 45k
features include;
backyard
one bathroom
ample...",uXF4oRDzVGZNYnCHaG2Ms5Lk.,2,45000
,Nairobi,Kileleshwa,3bedrooms All Ensuite And Servant Quaters In Kilimani For Rent,"Executive three bedrooms all ensuite and servant quater ,It has very spacious rooms with Jacuzi in...",uYAGvXmsf7wfG0myVzkOUu3P.,3,120000
,Nairobi,Kileleshwa,3bedroom With Dsq To Let In Lavington,Clean three bedroom with Sq to let in the heart of lavington ready for occupation,uvTDmKlzcyshoft0jS1jPAC.,3,80000
,Nairobi,Kileleshwa,5bedrooms Townhouse With A Servant Quarter,Stunning 5bedroom town house.3rooms ensuite and two sharing.located in the prime area of...,uxdDFeZHnMPC0HUAd5lLzW7G.,5,140000
,Nairobi,Kileleshwa,1bedroom to Let in Ngumo Estate,One bedroom to let in Ngumo estate ready for occupation with affordable price which is inclusive of...,vXPSg1cKPCtgMuvODMehHfrY.,1,25000
,Nairobi,Kileleshwa,One Bedroom Fully Funished In Kileleshwa,"This is a tastefully furnished one bedroom with WiFi, smart TV, garden terrace, lovely living room,...",vYQfTWNnai4g1LT7sLakoHxp.,1,65000
,Nairobi,Kileleshwa,2 Bedroom To Let,"Spacious /lovely 2 bedroom with quality interior and exterior finishing
master ensuite
visitors...",vaKxbWCs67nl7ShLibwtQmU0.,2,55000
,Nairobi,Kileleshwa,Executive 1br In Kileleshwa To Let,"Executive 1br  to let in kileleshwa

 

features
🔶away from riparian roads
🔶has a spacious laundry...",vanQSax1peZjrdxSnPBbESAi.,1,33000
,Nairobi,Kileleshwa,2bedrooms Apartment,"A lovely 2 bedroom house, very spacious, master ensuite.spacious kitchen.",w4RCsFbpU8FYBSFAhGVnwWrq.,2,70000
,Nairobi,Kileleshwa,4bedroom To Let In Kileleshwa,4bedroom apartment to let in the heart of Kileleshwa ready for occupation with affordable price...,w6OEBHXe0cwLoA2XA75Nnyt.,4,85000
,Nairobi,Kileleshwa,Three Bedroom For Rent In Kileleshwa,spacious three bedroom apartment for rent in Kileleshwa.Ready for occupation.Contact071*********,w97McpRDLcTxTRrcamnutVs3.,3,90000
,Nairobi,Kileleshwa,Executive Two Bedroom Apartment To Let In Kileleshwa,"Master bedroom ensuite
large kitchen with pantry
own balcony
ample parking space
borehole water...",w9K0TmNfhlZazTmRsBySyhfs.,2,62500
,Nairobi,Kileleshwa,3bedroom To Let In Kilimani,New three bedroom to let in the heart of kilimani. Call for more information and for viewing...,wC87WjyQ07ETvzB1e66nhkkn.,3,65000
,Nairobi,Kileleshwa,Very Executive and Spacious 3 Bedrooms Master Ensuite Unfurnished Aprt,"Located in kileleshwa area, is this An exclusive ,clean and modern 3 bedroom unfurnished apartment...",wCRsqTicFzexJmdwyOhnIAdS.,3,120000
,Nairobi,Kileleshwa,Huge and Lovely 2 Bedroom Apartment to Let Kileleshwa,"Located near kasuku center ,water and security 24/7,kids friendly and in a gated community ,not...",wKQItKIxJvOfONf58yhxZncw.,2,55000
,Nairobi,Kileleshwa,EXECUTIVE 2 Bedroom Apartment to Let in Kileleshwa,"Executive 2 bedroom apartment to let in kileleshwa near kasuku centre.
Closed kitchen plan, very...",wL2mUyCnVevrx811Ziv63Bc6.,2,55000
,Nairobi,Kileleshwa,2 Bedroom Master Ensuite Kileleshwa,Spacious 2 bedroom Apartment at the heart of Kileleshwa. Has very well lit rooms. And reliable water...,wOBI5GA3U2McJH5SOqKPf7Ym.,2,65000
,Nairobi,Kileleshwa,1bedroom to Let in Kileleshwa,1bedroom to let in kileleshwa area with affordable price ready for occupation. The price is...,wc5yvway2yLHQdFivuNb9czt.,1,35000
,Nairobi,Kileleshwa,3brooms Master Ensuite To Rent,3brooms master ensuite closed kitchen spacious homely ready occupation,wd06MI9Zf990yT49OVeGN1B8.,3,80000
,Nairobi,Kileleshwa,2bedrooms Apartment,"A 2bedrooms apartments,spacious rooms and kitchen.all rooms ensuite.located in Kileleshwa in a gated...",wg7rVuRarTjYEm1ttZUOFxbo.,2,45000
,Nairobi,Kileleshwa,To Let:Exclusive 2BED Apartment,"These is a spacious two bedroom apartment master en suit with large living room plus balcony,...",wgLUUpX9I7Fjqlr85Y1fUDuy.,2,70000
,Nairobi,Kileleshwa,3bedroom To Let In Kileleshwa,Well maintain three bedroom apartment to let in Kileleshwa area ready for occupation with affordable...,woe4vYnlolW75Vr7PyQDY4iH.,3,60000
,Nairobi,Kileleshwa,To Let Very Unique Secure 3 Bedrooms Corn Joer Villa Mature Garden.,This most attractive secure 3 bedrooms corner villa that offers lovely dinning area separate from...,wp8IVX4ehvFXNnKYK46CTUHH.,3,215000
,Nairobi,Kileleshwa,Lovely 3 Bedroom Apartment.,"Lovely 3 bedroom apartment with high end finishes, spacious lounge with a dining area, modern...",wtXREn9L1I9PvwypPFg7ChET.,3,75000
,Nairobi,Kileleshwa,Lovely Double Storey,Lovely double storey house in  Lavington sitting on half an acre in a gated community with well lit...,wwyPaLsd3zjBd1dyQOIfZIg6.,2,250000
,Nairobi,Kileleshwa,3bedroom To Let In Kileleshwa,Three bedroom apartment is available in kileleshwa for occupation,wyn1ilnaftYMZ7z1KrUztdv6.,3,75000
,Nairobi,Kileleshwa,3 Bedroom Plus DSQ ALL ENSUITE Apartment To Let In Kileleshwa,Spacious 3 bedroom plus dsq all ensuite apartment to let in kileleshwa,x4nzi1DN60uupzrbA6jMzfYa.,3,90000
,Nairobi,Kileleshwa,Executive 3bed+Dsq Apartment At Kileleshwa,"This outstanding three bedroom with a dsq is located in a very quite neighborhood in Kileleshwa, in...",x5WZa87OyFlUZKvlWOLcMouK.,3,90000
,Nairobi,Kileleshwa,Three Bedroom Apartment In Kileleshwa,"This is a 3 bedroom apartment with 2 bedrooms ensuite. It's spacious ,sitting room, separate dining,...",xC0xeFG6N9uuk8Wk7IOaN8ND.,3,76000
,Nairobi,Kileleshwa,3 Bedrooms and Dsq to Let in Kileleshwa.,"3 bedrooms and dsq all ensuit to let in kileleshwa. Nice view, with all amenities available.",xapCgtLFwKqxaHbtV2cwgpi6.,3,150000
,Nairobi,Kileleshwa,To Let: A Stunning 3 Bed+Daq at Kileleshwa,Very nice apartment in Kileleshwa three bedrooms master en suit with a self contained dsq situated...,xgsRUdA4CguppvELVdQIZyws.,3,90000
,Nairobi,Kileleshwa,Executive 2 Bedroom Flat,Executive 2 bedroom apartment with high end finishes and ready for immediate occupation. Rent...,xu9CXUEAp4DWsxxcDfHV0YuX.,2,62500
,Nairobi,Kileleshwa,Beautiful 3br And Sq In Kilekeshwa,3bd apartment in kileleshwa with sq,yCMBy2hKfOBqQu83J5plLy90.,3,80000
,Nairobi,Kileleshwa,2-Bedroom Apartment to Let on Riverside Drive,"2-bedroom apartment to let in riverside drive near prime bank.
Features: 
* non en suite
* very...",yDvPwVMUoPubqrh74IqXX7HU.,2,60000
,Nairobi,Kileleshwa,Executive 2 Bedroom Apartment To Let In Kileleshwa,"To let in kileleshwa.
Tastefully finished 2 bedroom apartment.

Executive exterior designs.
Fully...",yM3HStEMdarT5b9BAaJc2DYl.,2,85000
,Nairobi,Kileleshwa,1bdrm At Kileleshwa Nairobi To Let,"Kileleshwa
1 bedroom cottages to let in kileleshwa near kasuku centre.12 units in the compound. 1...",yWLneYTHxu6dbVirWrG60N5C.,1,30000
,Nairobi,Kileleshwa,2 Bedrooms to Let in Kileleshwa.,"2 bedrooms master ensuit to let in Kileleshwa. 
Spacious house with a fitted Italian kitchen &...",yWnEerdvxDJP8TdjwNrMx5Bm.,2,75000
,Nairobi,Kileleshwa,Esco Realtor Three Bedroom Luxury Complex To Let.,"Its a state of art residential complex. All en suite bedroom, master bedroom with walk-in closet,...",yY59yZDt8Tq9NQO9ksueP5ai.,3,80000
,Nairobi,Kileleshwa,Newly Built Fully Furnished 2 Bed Roomed Apartment,"New fully furnished 2bedrooms apartment.
Comes with the following services;
-high speed...",ynwCuonTfddWGNpfoT0cGLtT.,2,120000
,Nairobi,Kileleshwa,1 Bedroom to Let in Kileleshwa,"1 bedroom cottage to let in kileleshwa.
amenities includes
 ample parking and high security",yogylDcxg1s8RxHCmuMubW56.,1,35000
,Nairobi,Kileleshwa,3 Bedrooms Master Ensuite Unfurnished Apartment,"Do we have lovers of Kileleshwa area apartments in the house be happy, dont worry we have you in...",yvr4axd5rTM042nW3B39nhtR.,3,85000
,Nairobi,Kileleshwa,1bdrm At Kileleshwa Nairobi To Let,"Kileleshwa
1 bedroom cottages to let in kileleshwa near kasuku centre.12 units in the compound.1...",z0G6KSMxSULgKuypXIik2woO.,1,33000
,Nairobi,Kileleshwa,To Let: One Bedroom Apartment in Kileleshwa,"Very Spacious one bedroom apartment on ground floor located in kileleshwa near Kasuku Center. 
The...",z4B9UDaxEPEGaGWLXdJEIwTG.,1,45000
,Nairobi,Kileleshwa,Executive 2 Bedroom Apartment To Let In Kileleshwa,"Executive 2 bedroom apartment to let in kileleshwa.

Excellent interior finishes
Lovely fitted open...",z5Ppo5sBusOUn49beJd4f8ay.,2,85000
,Nairobi,Kileleshwa,8 Bedroom Mansioned Lavington.,magnificent mansioned 8bedroom very spacious  and 1acre land.good security.,z6SVbFg1dgeG3CzAupnH0Ehu.,8,450000
,Nairobi,Kileleshwa,3 Bedrooms +Dsq To Let In Kileleshwa.,"3 bedroom and Dsq all ensuit to let in Kileleshwa.
It has fitted Italian kitchen, mordan house, with...",zCCUDsDKYnlSwsqkQSNYOiib.,3,150000
,Nairobi,Kileleshwa,2bedroom to Let in Kileleshwa,Proper two bedroom apartment to let in Kileleshwa Nairobi Kenya ready for occupation with affordable...,zFtZPyGxhMHxwMQgczktUdvy.,2,50000
,Nairobi,Kileleshwa,Two Bedroom House For Rent,"excellent fixtures throughought the house, perfect flooring, ample parking & water storage, easy to...",zK7itfoeZ9M8iVDpd0axZFPV.,2,53000
,Nairobi,Kileleshwa,4 Bedrooms Apartment To Let Kileleshwa,"4 bedrooms 2 en suite to let apartment to let in kileleshwa with swimming pool ,backup generator...",zLaVWck6osmkXjeB88y1PqwO.,4,130000
,Nairobi,Kileleshwa,Elegant and Amazing Four Bedroom Maisonette With Staff Quarter to Let.,"This is a four bedroom maisonette located in kilimani area. It has two en suite bedroom, spacious...",zLwfd2U7hG4dV69fffEaLnqi.,1,120000
,Nairobi,Kileleshwa,3 Bedroom Beautiful Apartment to Let in Kileleshwa,Available for is rent is executive 3 bedroom apartment with self contained dsq.The apartment is at...,zPhPiml1gSHAyRfojLwjDeQW.,3,140000
,Nairobi,Kileleshwa,Executive 2br Apartment To Let In Kilimani,"Exciting Christmas Offers!!!
2 bedroom all ensuite & 2 bedroom master ensuite apartment available to...",zRJPDZs942N09zJN5VbyH066.,2,73000
,Nairobi,Kileleshwa,Spacious 2br Plus SQ In Kileleshwa,Extremely spacious two bedroomed apartment with a beautiful servant quarter in the heart of...,zX6ERS9hkIDQu3g8usv4WIgH.,2,70000
,Nairobi,Kileleshwa,2 Bedroom Apartment to Let in Kileleshwa,"2 bedroom apartment in kileleshwa
rent inclusive of water and s.charge.
master ensuite",zYxr5KrnMD4kop0HcjHJOCA.,2,63000
,Nairobi,Kileleshwa,Executive 1 Bedroom Apartment to Let in Kileleshwa Near Kasuku Centre,"Executive 1 bedroom apartment to let in kileleshwa
very spacious and naturally lit
lovely open...",zamIieCKy6D2OuLlSnIAc7KX.,1,55000
,Nairobi,Kileleshwa,2 Bedroomed Apaertment PLUS Sq To Let In Kileleshwa,"Spacious, newly completed 2 ensuite bedroom apartment in kileleshwa, off gatundu road. In close...",zdfIJSm6SNcaQTOnbO1to28N.,2,75000
,Nairobi,Kileleshwa,Beautifully Designed 1 Bedroom Apartment,Get a beautifully designed one bedroom in kileleshwa area.The project has rich and detailed...,ziNFVUrkEvfgMjRSelAw4hEQ.,1,65000
,Nairobi,Kileleshwa,2bedroom to Let in Kileleshea,Affordable 2bedroom to let in kileleshwa area ready for occupation. Call us for more information.,zk6YH6BN4q4CDMBDQI9O3tUS.,2,50000
,Nairobi,Kileleshwa,To Let Gated 4 Bed Maisonette At Kileleshwa,It's an own compound Maisonette located in a very secure gated community with a lot of privacy. It's...,zpMYwlrt7FeYNBWaIL5HQJx3.,4,130000
,Nairobi,Kileleshwa,2bedroom to Let in Kileleshwa,2bedroom master en-suite apartment to let in Kileleshwa with affordable price which is inclusive of...,zpuozSLMUQ7rOSd1AvOXbSP9.,2,55000
,Nairobi,Kileleshwa,Letting: Spacious ONE Bedroom Apartment at Kileleshwa,"Well renovated one bedroom apartment with spacious living room, massive Kitchen and huge bedroom...",zrzwwDbQaHZEeKuztS41Qdy0.,1,45000
,Nairobi,Mugumo-Ini (Langata),Spacious 2 Bedroom Apartment To Let South C,"located 15 mins from Nairobi city center

has the following features and amenities :
- spacious
-...",1sJ0P8XFLDK3eTt05B711BTJ.,2,35000
,Nairobi,Mugumo-Ini (Langata),Stand Alone One Bedroom In Langata,"Water is free
in a gated and guarded community 
ample parking 
has sufficient water supply with a...",2HZ5wst3Ousi2180ysWtGLMR.,1,19000
,Nairobi,Mugumo-Ini (Langata),Spacious 3 Bedroom Apartment to Let Langata,"Very spacious,very big 3 bedroom apartment,located near Wilson, Uhuru gardens ... 
- separate living...",30SQUHEVhPxJyz27M8FlSrVI.,3,60000
,Nairobi,Mugumo-Ini (Langata),Executive 2 Bedroom Apartment in a Gated Community to Let Langata,"Executive 2 bedroom apartment to let langata - master ensuite
- separate living and dining room
- in...",38ArsbCwJSRf0vwrLedUJaKm.,2,50000
,Nairobi,Mugumo-Ini (Langata),Spacious 1 Bedroom Apartment To Let Langata,"located less than 15 minutes drive from Nairobi city center,has the following features and...",5EAe2dMouLxX3CuzDLCyTknr.,1,25000
,Nairobi,Mugumo-Ini (Langata),2 Bedrooms Apartments At Langata Opposite Uhuru Gardens,"Spacious 2 Bedrooms Apartments, Langata Opposite Uhuru Gardens and Near Deliverance Church...",5HPT6g4yIKD0DM2B4V3dB9Ol.,2,28000
,Nairobi,Mugumo-Ini (Langata),2 Bedroom Apartment to Let in Langata,conducive serene environment.,5SFEe2uR0wbnpSwUEUS09E9k.,2,50000
